label,sentence1,sentence2
denouncing,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",How can you say this about 1.6 billion people?
unrelated,"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.",Remove rust. Prevent rust from forming. Avoid long-simmering acidic foods. Avoid cleaning methods that can cause damage. Use hot water to clean hot pans.
facts,These despicable Muslims hadn't won yet. Now there will be a cruel punishment!,It's not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.
support,Islam is a just a repressive ideology that persecutes women and gay people.,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.
facts,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,Nobody is deceiving our culture as we still know what Easter eggs are and what they are for. Deceiving would be just banning the eggs!
facts,Muslims have nothing to contribute to our society.,Who else would be open first thing in the morning and late at night every night?
question,Almost all Muslims deliberately decide not to work.,Provide examples of those in the muslim community working.
facts,Now we are not even allowed to walk the dog for fear of offending the local Muslim population.,"Actually the Quran quite likes dogs, animals and if you read it carefully all people even non believers, like Christianity its only God /Allah that should judge."
humor,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,"This person may be the only one able to supply you some bread so, appreciate it!"
facts,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want their religion to be respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy.","Isn't polygamy common to a variety of cultures, and had been practiced by a range of religions. Ask the Mormons."
denouncing,Islam is a just a repressive ideology that persecutes women and gay people.,"Ironically, I think women and gay people feel more threatened by the same far-right individuals who attack Muslims. Intolerance of one group seems to indicate intolerance of others too."
humor,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",Let's do the Timewarp again! Let's not re-run the Crusades. It did not end well last time.
