label,sentence1,sentence2
unrelated,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.",Attrapez-les avec vos mains. Attrapez les lucioles avec un filet à papillons. Attrapez des lucioles avec un bocal en verres.
denouncing,Le voile dans l'Islam a une signification politique.,Cette pensé est le début de la voie qui mène au racisme.
support,Musulmans: retournez dans votre pays.,Je ne veux pas de musulmans dans notre pays.
hypocrisy,L'islam et le terrorisme sont des synonymes.,Ah mince ils sont tous pareils?
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Si cela vous plait. Etes vous sûr de ne rien avoir oublié? Si peut être l'amalgame.
denouncing,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Il manque esclavagiste arriviste opportuniste.
unrelated,Les femmes musulmanes sont toutes mères au foyer.,Rassemblez ce dont vous avez besoin. Enlevez les petits auvents. Utilisez une échelle pour les grands auvents. Protégez les environs. Éliminez la saleté et les déchets organiques.
denouncing,Le voile islamique est une honte pour nous.,Je ne vous ai pas forcé en quoi que ce soi et encore moins à m adresser la parole passez votre chemin au lieu d agresser les gens.
facts,Tous les musulmans sont des terroristes radicaux.,Le terme islamisme a été inventé lors de la colonisation pour designer ceux qui étaient contre les colons et leur politique dinhibation de l'islam notamment au maghreb.
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Y'a pu qu'à attendre un prochain hitler et nous deviendrons peut être nous aussi des victimes ?.
denouncing,Tous les musulmans sont des terroristes radicaux.,Il manque esclavagiste arriviste opportuniste.
humor,Le voile islamique est un assaut pour nous.,Un bout de tissu et tu te sens agressé ; tu es quelques peu sensible.
denouncing,Le voile islamique est un assaut pour nous.,"La liberté des uns s'arrête là où commence celle des autres.""."
denouncing,L'islam et le terrorisme sont des synonymes.,Ça représente rien.
facts,Le voile dans l'Islam a une signification politique.,Cela fait partie de la religion musulmane de se couvrir avec un voile.
hypocrisy,Musulmans: retournez dans votre pays.,"Si tous Les musulmans partaient il n'y aurait plus d'économie en France, qui paient encore les retraites?"
question,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Avez vous recueilli leur avis avant d'émettre de tels propos?
facts,Les musulmans doivent se convertir ou quitter la France.,Chaque musulmans a sa place en france tant que celui ci respect le pays ds lequel il vit!
facts,L'islamisation est une menace.,"Vous entretenez le concept du ""choc des civilisation"" afin de faire peur aux gens."
facts,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.",Les femmes ont gagné plus de droit dans l'islam que dans n'importes autres religion.
denouncing,Les musulmans nous volent notre travail.,Cette remarque est tellement peut fondé.
denouncing,L'islam est une maladie qui doit être éradiquée.,"Commence par l islamophobie, véritable fléau."
question,Les musulmans veulent rendre toute la viande francaise halal.,Chaque culte à sa viande. En quoi cela vous pose t il problème de manger de la viande hallal dans la mesure ou vous n'avez pas d'interdit?
question,Les femmes voilées sont misérables et réprimées.,N'est ce pas la peur de la différence qui vous fait dire çelà?
facts,Les femmes voilées sont misérables et réprimées.,"La loi interdit d'obliger au port du voile. Si elles ne portent pas plainte, c'est qu'elles le portent volontairement."
hypocrisy,Les musulmans doivent intégrer ou quitter.,L'intégration forcée avec souhait d'assimilation est un critère de dictature.
denouncing,Les musulmans ne sont pas tolérants envers les non-musulmans.,Propos simplistes.
denouncing,Le voile islamique est une honte pour nous.,Ton problème est l'intolérance pas le voile.
facts,Le voile représente l'humeur politique des musulmans.,"Le voile islamique est, selon la croyance musulmane, une prescription religieuse."
facts,Les musulmans ne sont pas tolérants envers les non-musulmans.,"C'est faux, la majorité des musulmans cohabitent en paix avec des non-musulmans."
question,Les femmes voilées sont misérables et réprimées.,Sur quel fait vous vous appuyez pour affirmer cela?
denouncing,Le voile islamique est la démonstration d'un islam politique.,Plus facile pour attaquer ce choix.
facts,Les musulmans ont envahi nos pays.,L'islam n'a qpprends le respect et interdit la violence.
humor,L'islam nous envahira: c'est l'islamisation.,L Islam c est comme le film E. T ou les envahisseurs sinon FAUT JUSTE ARRÊTER NETFLIX de temps en temps.
facts,Les terroristes sont musulmans.,Les terroristes sont ceux qui tiennent ce même genre de propos.
denouncing,Nous voyons de plus en plus un problème musulman.,"C'est vous qui construisez ""le"" problème en montant des coups médiatiques."
facts,"Musulmans, partez!","Etre musulman est une spiritualite, l esprit est omniprésent."
facts,Les musulmans imposent des règles vestimentaires aux filles.,Rester pudique évite aux filles de se retrouver dans des situations inconfortables.
denouncing,L'islam n'est pas pour notre république.,Complètement faux.
hypocrisy,Le voile islamique est la démonstration d'un islam politique.,"On parle des intentions de chacun? Quelles sont les vôtres? Perso, je n'ai pas l'intention d'instaurer un ""califat"" en France, je d'autres choses à faire. #jepeuxpasj'aipiscine."
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"Le voile n'est pas un signe de soumission à l'homme, c'est un libre choix."
question,Le voile dans l'Islam a une signification politique.,Quelle est cette soi disant politique?
facts,Les musulmans imposent des règles vestimentaires aux filles.,L Islam enseigne la pudeur.
facts,"Les hommes musulmans sont dangereux, les femmes musulmanes sont supprimées.","Chaque homme à son trait de caractère et sa particularité, les hommes musulmans y en a des millions et sa peut pas être le cas."
facts,Les musulmans devraient rentrer chez eux.,Ce n'est qu'une religion.
hypocrisy,L'islamisation est nuisible.,Elle n envahit pas elle ouvre les cœurs.
facts,Les femmes voilées sont misérables et réprimées.,Les femmes voilées ne sont pas soumises aux dictats de la mode et au désir des hommes.
facts,Les musulmans détestent les autres religions.,Il n'y a que l'islam qui accepte et tolère les autres religions.
unrelated,Les musulmans ont envahi nos pays.,Portez des bijoux adaptés. Portez une ceinture. Arborez une montre. Portez un sac à main. Pensez à porter un foulard.
facts,L'islam n'est pas européen.,"L'islam n'appartient à aucune région en tant que tel, c'est une religion comme tous les autres."
facts,Les musulmans conquièrent notre pays.,Les musulmans vivent en paix avc leur religion.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Le voile/foulard est un choix personnel et libre.
facts,L'islam et le terrorisme sont des synonymes.,Les terroristes sont des musulmans égarés.
denouncing,L'islam nous envahira: c'est l'islamisation.,Medias et politique divisant les français.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,"Nous évoluons dans un pays libre et laïc où chacun est libre de porter les vêtements et/ou signe religieux souhaités, y compris les femmes musulmanes."
facts,Tous les musulmans sont cruels.,"Les musulmans ne sont pas violents, si certaines personnes dérapent, cela ne veut surtout pas dire que tous les musulmans sont violents."
denouncing,L'islam et le terrorisme sont des synonymes.,"Vous ne connaissez rien à cette religion, ni à ses pratiquants."
unrelated,"Les hommes musulmans sont violents, les femmes musulmanes sont soumises.",Travaillez dehors si possible. Aérez la pièce où vous travaillez. Créez une cabine de peinture maison. Couvrez les zones alentour.
hypocrisy,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,"Réponse par l'absurde: s'ils l'étaient ""tous"", il y aurait autrement plus de victimes puisque les musulmans sont près de 2 milliards dans le monde!"
denouncing,Les musulmans sont tous pareils.,Sérieux?
facts,Le voile représente l'humeur politique des musulmans.,"Le voile n'est pas la démonstration de quoi que ce soit, une foi ne peut se démontrer, elle se ressent."
facts,Les musulmans utilisent le système français.,Et vice versa.
humor,Ton voile est une agression contre moi.,Pas plus que vos mini jupe et autres.
facts,Le voile islamique est la démonstration d'un islam politique.,Le voile islamique n'est qu'un principe religieux.
facts,Nous voyons de plus en plus un problème musulman.,En 2030 en France 10% de la population en France sera musulmane. Soit une majorité écrasante ;-)
unrelated,Les femmes voilées sont soumises et obligées de porter le foulard.,Renseignez-vous sur le contexte. Cherchez les mots compliqués. Étudiez le titre. Déterminez le thème principal. Étudiez la structure de l’œuvre. Interprétez l’œuvre.
hypocrisy,Les musulmans ne sont pas tolérants aux autres religions.,"Essaie de remplacer le mot musulman, c'est répété 2 fois, c est pas très joli."
unrelated,Les musulmans sont tous des racailles.,Cherchez des applications pour convertir vos images. Téléchargez l’application. Convertissez votre image.
hypocrisy,Ton voile est une agression contre moi.,"Je suis bien dans ma tete et sa vous fait mal à la vôtre , bizarre non!"
question,L'islam et le terrorisme sont des synonymes.,Qu'est ce que ça veut dire?
denouncing,Je ne veux pas de musulmans dans notre pays.,Il faudrait revoir votre histoire.
support,Les musulmans sont tous des terroristes.,Les terroristes sont musulmans.
denouncing,L'islam est une religion incompatible avec les valeurs de la République.,"Les médias , toujours les médias."
unrelated,L.es migrants représentent la 5eme colonne.,Limitez votre consommation de glucides. Surveillez votre consommation de calories. Mangez les bons types de graisse. Mangez plus de fruits et de légumes.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,L'obligation est d'ordre religieuse mais la femme peut choisir de ne pas le porter: c'est son choix et seul Dieu la jugera.
